T0;ALFA;BETA;pt3;ps4;dp14;dp24;dp34;K1;K2;K3;K4;K5;K6;status
302.97;7.8;0;103186.67;100391.47;-82.17;-53.26;-14.34;-3344.61;224.94;-363.88;-4.05;8.09;-20.56;1
302.98;8.87;0;103188.48;100392.06;-82.32;-53.81;-14.69;-3660.88;245.99;-390.57;-1.91;5.79;-19.19;1
303;9.94;0;103184.86;100392.66;-83.08;-54.04;-15.82;-3960.49;263.14;-414.03;-4.36;9.25;-10.87;1
303.02;11.01;0;103188.48;100391.47;-82.76;-54.32;-15.18;-4265.4;284.66;-448.14;-1.71;5.6;-11.72;1
303.04;12.08;0;103188.48;100391.47;-82.68;-53.5;-15.08;-4539.23;310.11;-475.18;0.42;3.59;-9.38;1
303.06;13.14;0;103186.67;100392.06;-82.29;-53.99;-15.2;-4778.96;339.75;-502.5;9.62;-4.36;-4.21;1
303.08;14.18;0;103190.3;100393.87;-82.73;-53.65;-15.78;-5002.01;377.41;-528.98;6.21;0.86;-2.54;1
303.1;15.2;0;103196.34;100400.47;-82.52;-53.81;-15.85;-5108.3;464.53;-514.11;-11.76;22.21;-7.7;1
303.12;15.68;0;103196.34;100407.08;-82.78;-54.07;-15.49;-4862.32;540.53;-464.56;-19.44;10.67;-6.08;1
302.63;-10.28;0;103204.18;100423.28;-80.63;-52.71;-18.73;1193.2;549.58;91.49;-14.96;-36.7;-6.81;0
302.67;-9.27;0;103209.62;100420.28;-79.74;-51.91;-53.71;1166.16;493.96;94.15;1.32;-29.56;-30.44;0
302.7;-8.26;0;103204.18;100416.08;-81.23;-53.13;-49.23;1077.74;426.33;95.63;2.93;-13.33;-19.06;0
302.72;-7.23;0;103201.77;100410.08;-80.89;-52.14;-106.74;956.73;349.48;95.09;8.06;-16.01;-16.99;0
302.75;-6.17;0;103199.95;100407.08;-80.68;-52.37;-53.65;729.69;287.88;76.81;-5.85;-2.83;-25.66;0
302.77;-5.14;0;103193.92;100398.07;-80.28;-52.1;-30.68;539.74;207.98;54.85;-1.16;4.79;-23.47;0
302.78;-4.06;0;103192.11;100398.07;-81.35;-53.03;-67.47;234.75;189.29;18.88;-1.2;4.92;-20.83;0
302.8;-2.98;0;103190.9;100396.27;-81.11;-52.71;-15.57;-86.13;176.56;-26.78;0.33;2.31;-21.91;0
302.8;-1.91;0;103190.9;100397.47;-81.45;-52.85;-76.05;-407.75;172.1;-58.46;-2.17;7.53;-19.32;0
302.83;-0.83;0;103190.3;100395.67;-80.95;-52.38;-96.82;-736.95;171.08;-96.16;-0.6;6.55;-21.49;0
302.84;0.25;0;103190.3;100396.27;-81.5;-53.02;-62.22;-1070.7;165.01;-130.51;3.97;-0.45;-21.94;0
302.85;1.33;0;103189.09;100393.87;-81.92;-53.07;-13.53;-1403.67;169.74;-164.17;12.12;-7.18;-26.99;0
302.88;2.41;0;103193.92;100394.47;-82.15;-53.39;-79.87;-1737.4;174.67;-194.56;0.57;7.04;-21.57;0
302.87;3.48;0;103190.3;100393.27;-82.36;-53.29;-60.11;-2064.31;176.88;-233.08;8.72;-4.06;-24.63;0
302.9;4.57;0;103186.67;100390.87;-82.1;-53.55;-59.43;-2385.91;184.6;-273.28;11.83;-5.46;-23.6;0
302.92;5.63;0;103188.48;100392.06;-82.3;-53.56;-109.66;-2705.99;196.91;-298.04;11.41;-6.41;-25.98;0
302.94;6.72;0;103189.09;100392.06;-82.43;-53.85;-46.68;-3028.33;208.52;-332.96;8.47;-4.81;-21.37;0
302.97;7.8;0;103186.67;100391.47;-82.17;-53.26;-24.48;-3344.61;224.94;-363.88;-4.05;8.09;-20.56;0
302.98;8.87;0;103188.48;100392.06;-82.32;-53.81;-77.77;-3660.88;245.99;-390.57;-1.91;5.79;-19.19;0
303;9.94;0;103184.86;100392.66;-83.08;-54.04;-108.41;-3960.49;263.14;-414.03;-4.36;9.25;-10.87;0
303.02;11.01;0;103188.48;100391.47;-82.76;-54.32;-105.38;-4265.4;284.66;-448.14;-1.71;5.6;-11.72;0
303.04;12.08;0;103188.48;100391.47;-82.68;-53.5;-106.77;-4539.23;310.11;-475.18;0.42;3.59;-9.38;0
303.06;13.14;0;103186.67;100392.06;-82.29;-53.99;-73.59;-4778.96;339.75;-502.5;9.62;-4.36;-4.21;0
303.08;14.18;0;103190.3;100393.87;-82.73;-53.65;-90.75;-5002.01;377.41;-528.98;6.21;0.86;-2.54;0
303.1;15.2;0;103196.34;100400.47;-82.52;-53.81;-87.27;-5108.3;464.53;-514.11;-11.76;22.21;-7.7;0
303.12;15.68;0;103196.34;100407.08;-82.78;-54.07;-79.1;-4862.32;540.53;-464.56;-19.44;10.67;-6.08;0
302.31;-10.2;0;103091.28;100308.02;-80.48;-52.17;-11.83;868.1;517.66;490.07;-19.94;-17.82;-21.72;1
302.38;-9.19;0;103088.27;100303.21;-80.49;-52.31;-11.97;822.25;465.48;499.02;-18.67;-10.45;-18.65;1
302.4;-8.18;0;103087.06;100297.21;-80.57;-52.28;-11.84;741.53;403.42;504.41;-10.86;-10.29;-8.47;1
302.42;-7.15;0;103084.64;100292.41;-81.12;-52.66;-12.08;607.75;332.11;511.09;-5.57;-4.68;-12.93;1
302.45;-6.09;0;103081.62;100286.4;-80.53;-51.61;-11.44;374.02;282.28;497.35;-6.68;-0.91;-9.96;1
302.47;-5.04;0;103074.38;100281.59;-80.77;-52.81;-12.16;160.7;209.28;484.71;-5.88;-1.11;-12.52;1
302.49;-3.96;0;103072.57;100280.4;-80.64;-52.78;-12.94;-154.02;196.36;453.66;-4.75;-1.64;-17.82;1
302.5;-2.89;0;103070.16;100278.59;-81.61;-53.09;-13.38;-481.6;194.9;423.19;-6.59;-1.69;-20.95;1
302.53;-1.81;0;103068.95;100277.39;-81.51;-53.26;-13.22;-808.42;193.01;395.68;-4.41;-1.29;-16.95;1
302.54;-0.73;0;103068.34;100276.2;-81.36;-52.51;-12.95;-1139.77;194.77;356.41;-4.21;-2.25;-16.08;1
302.56;0.35;0;103068.95;100274.99;-81.28;-52.6;-12.88;-1480.97;199.05;322.52;-6.02;-0.68;-21.27;1
302.58;1.43;0;103071.36;100274.39;-81.94;-53.15;-13.51;-1807.77;206.57;291.82;-4.8;-0.02;-17.92;1
302.6;2.51;0;103069.55;100274.39;-82.05;-53.32;-13.89;-2139.87;214.07;260.5;-5.59;-2.11;-20.6;1
302.63;3.58;0;103065.93;100273.19;-82.27;-53.44;-13.91;-2467.42;225.5;226.59;-3.35;-0.74;-17.75;1
302.65;4.66;0;103066.53;100272.59;-82.4;-53.7;-14.37;-2791.18;238.76;194.76;-3.62;-0.74;-14.79;1
302.66;5.74;0;103066.53;100273.19;-82.14;-53.77;-14.68;-3112.65;254.77;167.77;-5.41;-1.66;-15.13;1
302.69;6.81;0;103064.12;100271.39;-82.46;-53.58;-14.84;-3426.55;272.63;128.69;-5.66;-1.16;-12.24;1
302.72;7.89;0;103065.33;100270.79;-82.52;-53.46;-14.55;-3735.9;292.11;91.74;-5.4;-1.81;-11.55;1
302.75;8.97;0;103061.7;100271.39;-82.42;-53.67;-14.69;-4039.18;315.03;57.31;-6.15;-0.84;-8.47;1
302.79;10.03;0;103064.12;100270.79;-82.56;-53.33;-14.64;-4343.21;338.87;21.08;-7.39;-1.24;-7.17;1
302.81;11.09;0;103063.52;100270.79;-82.8;-53.5;-14.97;-4619.96;366.66;-7.48;-6.63;-1.38;0.17;1
302.84;12.16;0;103063.52;100273.19;-83.19;-53.74;-16.1;-4882.32;393.29;-51.87;-5.86;-0.34;0.57;1
302.87;13.2;0;103065.93;100273.19;-83.09;-54;-15.79;-5110.57;426.4;-89.42;-6.61;-2.02;7.52;1
302.88;14.24;0;103062.91;100273.8;-82.89;-53.97;-16.02;-5300.18;459.76;-136.63;-9.88;-2.49;10.62;1
302.91;15.21;0;103064.72;100282.2;-82.68;-53.57;-15.64;-5260.16;557.08;-100.32;-31.28;27.35;-65.52;1
302.92;16.18;0;103070.76;100289.41;-81.51;-53.01;-15.12;-5208.69;664.75;-55.96;-16.41;4.17;14.24;1
302.95;17.2;0;103070.76;100292.41;-82.19;-53.44;-15.37;-5293.7;729.22;-65.07;-17.65;7.31;11.39;1
302.97;17.96;0;103076.8;100297.21;-82.77;-53.63;-15.51;-5235.42;805.71;-82.76;-7.4;-12.24;172.13;1
