T0;ALFA;BETA;pt3;ps4;dp14;dp24;dp34;K1;K2;K3;K4;K5;K6;status
300.96;-10.6;0;103117.85;100319.42;-80.56;-52.24;-11.76;789.86;467.14;608.02;0.92;-3.98;-11.12;1
301.02;-9.58;0;103112.41;100313.42;-81.14;-52.89;-11.99;773.5;415.45;571.84;1.22;-2.03;-28.25;1
301.08;-8.6;0;103108.19;100306.81;-81.43;-53.2;-12.34;744.24;354.58;534.9;-1.04;0.8;-22.51;1
301.1;-7.55;0;103105.77;100298.41;-81.01;-52.44;-12.27;621.78;285.81;499.71;1.78;3.04;-24.84;1
301.13;-6.49;0;103102.16;100295.41;-80.76;-52.25;-11.58;413.75;233.04;445.25;1.7;4.36;-23.18;1
301.19;-5.44;0;103093.7;100285.8;-81.18;-53.16;-12.48;214.78;166.96;391.5;3.08;3.8;-23.99;1
301.22;-4.4;0;103094.91;100287;-80.84;-52.71;-12.29;-62.87;155.47;323.31;2.72;0.6;-24.61;1
301.23;-3.32;0;103094.3;100286.4;-81.76;-53.14;-12.92;-363.24;150.62;262.4;1.89;0.84;-27.04;1
301.25;-2.24;0;103091.89;100282.8;-82.29;-53.45;-13.27;-659.81;147.38;194.53;0.57;1.33;-25.35;1
301.29;-1.18;0;103095.52;100285.2;-81.95;-53.24;-12.96;-956.38;145.75;128.79;1.27;2.05;-25.53;1
301.33;-0.1;0;103094.91;100286.4;-81.72;-52.88;-13.05;-1259.76;147.33;63.86;0.47;1.85;-26.08;1
301.35;0.97;0;103095.52;100286.4;-82.66;-53.46;-13.57;-1569.2;150.28;-4.04;0.19;0.74;-24.89;1
301.38;2.04;0;103094.91;100286.4;-82.41;-53.44;-13.64;-1864.99;154.63;-70.33;-0.1;0.56;-20.76;1
301.41;3.11;0;103094.3;100287.6;-81.78;-53.32;-13.35;-2155.48;162.65;-135.86;-0.37;1.32;-22.57;1
301.43;4.18;0;103094.91;100286.4;-82.1;-53.39;-13.7;-2458.86;167.9;-205.7;-1.66;0.22;-23.94;1
301.45;5.24;0;103094.91;100288.8;-82.89;-54.11;-15.19;-2745.55;179.14;-270.94;-1.92;0.99;-20.85;1
301.48;6.31;0;103096.72;100288.2;-83.1;-53.8;-15.23;-3036.79;190.61;-340.75;-2.68;1.99;-15.6;1
301.51;7.4;0;103097.33;100288.2;-82.63;-53.71;-14.43;-3325.74;206.22;-407.56;-2.92;1.63;-15.52;1
301.53;8.45;0;103095.52;100288.2;-82.64;-53.61;-14.64;-3601.82;221.84;-462.95;-1.68;2.18;-11.13;1
301.56;9.52;0;103095.52;100288.2;-83.01;-53.61;-14.49;-3877.14;238.15;-534.91;-2.93;2.98;-6.69;1
301.7;10.59;0;103097.33;106284.48;-83.79;-54.67;-15.88;-4148.66;259.05;-599.93;-3.17;1.96;-7.64;1
301.61;11.65;0;103098.53;100288.8;-83.27;-54.48;-15.39;-4400.49;280.89;-654.77;-3.93;2.33;-7.35;1
301.65;12.7;0;103095.52;100290.6;-83.54;-54.19;-15.76;-4611.39;306.44;-712.75;-5.71;2.29;-3.68;1
301.68;13.74;0;103099.13;100290.6;-82.79;-54.1;-15.76;-4811.27;336.64;-766.65;-7.04;2.29;5.08;1
301.73;14.75;0;103096.72;100294.8;-83.71;-54.66;-15.87;-4871.3;424.09;-784.43;-20.83;6.95;-6.17;1
301.74;15.71;0;103101.55;100303.81;-82.82;-54.2;-15.7;-4661.6;512.29;-811.33;-16.58;8.18;-2.48;1
301.77;16.69;0;103103.36;100308.61;-82.8;-54.2;-15.51;-4736.09;565.98;-855.39;-19.34;5.14;-15.31;1
301.79;17.73;0;103107.59;100312.81;-82.64;-53.75;-15.06;-4781.75;628.69;-887.01;-25.67;-1.32;13.8;1
302.53;-0.35;-19.99;103070.76;100281;-81.76;-51.16;-12.32;-1015.33;76.89;7.8;604.69;-207.42;350.85;1
302.59;-0.35;-18;103070.76;100277.39;-82.52;-52.37;-13.57;-1047.33;83.9;10.56;534.1;-200.32;308.47;1
302.66;-0.34;-15.99;103073.17;100274.99;-81.84;-51.43;-12.49;-1087.65;97.79;13.19;452.92;-185.36;276.51;1
302.7;-0.33;-14.01;103071.36;100279.8;-81.98;-52.34;-13.31;-1121.91;110.33;22.33;383.85;-172.73;248.22;1
302.73;-0.33;-12;103071.97;100278.59;-82.01;-52.58;-13.4;-1160.73;121.95;32.7;324.89;-151.84;205.68;1
302.76;-0.32;-9.99;103078.61;100281.59;-82.3;-52.5;-13.4;-1198.8;130.13;43.97;262.88;-126.59;170.4;1
302.8;-0.32;-8.01;103073.17;100280.4;-81.62;-52.59;-13.05;-1213.39;133.97;48.88;203.37;-99.71;134.06;1
302.82;-0.31;-6;103073.77;100282.2;-82.04;-52.88;-13.33;-1231.01;139.43;50.28;150.95;-74.44;97.6;1
302.89;-0.31;-4.01;103074.38;100281.59;-81.73;-52.54;-13.38;-1250.15;144.21;50.63;105.6;-52.63;53.14;1
302.91;-0.31;-1.99;103077.4;100284.6;-81;-52.7;-13;-1256.41;146.21;50.59;42.05;-21.6;19.54;1
302.94;-0.31;0;103071.97;100279.2;-81.29;-52.53;-12.97;-1258.89;148.95;50.08;1.74;0.9;-20.17;1
302.96;-0.31;2.01;103071.36;100279.8;-81.21;-53.05;-13.42;-1254.56;146.15;50;-52.24;27.55;-60.82;1
302.99;-0.31;4;103073.77;100281.59;-81.11;-53.24;-13.33;-1243.41;144.07;51.64;-97.64;45.68;-100.24;1
303.02;-0.32;6;103068.95;100277.39;-81.5;-53.62;-13.54;-1227.7;141.26;51.49;-161.72;78.79;-138.49;1
303.03;-0.32;8;103065.93;100274.39;-81.32;-53.85;-13.75;-1202.92;136.43;48.27;-209.65;99.24;-178.77;1
303.06;-0.33;9.99;103065.93;100274.99;-80.8;-53.18;-12.66;-1181.16;130.42;39.95;-270.2;127.75;-216.56;1
303.07;-0.33;12.02;103062.91;100273.8;-80.52;-53.08;-13.04;-1141.98;123.28;35.16;-331.79;154.66;-254.86;1
303.1;-0.34;14.01;103059.89;100273.19;-80.47;-53.46;-13.25;-1093.71;110.17;24.73;-393.9;170.53;-286.96;1
303.12;-0.35;16;103064.72;100276.2;-79.79;-53.33;-13.04;-1054.53;102.32;18.22;-463.57;181.12;-331.58;1
303.13;-0.36;18;103062.3;100278;-80.31;-53.42;-13.6;-1025.18;99.08;17.05;-526.16;186.63;-363.52;1
303.15;-0.36;19.99;103065.33;100281.59;-80.06;-53.83;-13.88;-979.94;88.02;15.99;-598.89;205.04;-397.91;1
301.2;-0.2;-20.02;103573.63;100757.68;-84.06;-53.29;-14.51;-1702.68;97.99;20.39;609.2;-200.73;319.7;1
301.28;-0.19;-18;103571.82;100752.88;-82.84;-52.8;-14.05;-1748.52;104.24;24.79;537.59;-196.92;289.43;1
301.33;-0.18;-15.99;103572.42;100751.08;-83.28;-52.92;-13.55;-1802.68;117.12;30.16;458.44;-184.12;253.47;1
301.4;-0.17;-14.01;103567.59;100749.88;-83.05;-53.41;-13.98;-1849.27;131.62;36.56;381.81;-168.31;222.32;1
301.46;-0.16;-12;103569.41;100747.48;-83.45;-53.67;-14.23;-1903.44;142.46;49.04;313.25;-148.4;189.68;1
301.52;-0.15;-9.99;103563.98;100744.47;-82.51;-53.3;-13.85;-1957.63;150.78;60.66;249.73;-123.21;155.86;1
301.56;-0.15;-8.02;103565.18;100743.88;-83.5;-53.75;-14.19;-1993.63;156.37;64.09;194.28;-99.86;119.53;1
301.6;-0.15;-6;103563.98;100742.67;-82.69;-53.39;-13.97;-2016.01;161.75;72.12;139.33;-71.66;84.98;1
301.64;-0.14;-3.99;103559.14;100743.27;-82.51;-53.36;-13.75;-2027.78;164.38;74.73;88.41;-44.38;40.8;1
301.69;-0.14;-2.01;103558.54;100742.67;-82.49;-53.52;-14.21;-2040.31;167.71;73.33;34.46;-21.47;9.76;1
301.73;-0.14;0;103557.94;100743.27;-82.62;-54.13;-14.34;-2043.75;169.67;77.19;-13.43;3.28;-32.74;1
301.76;-0.14;2;103557.94;100743.27;-82.99;-54.13;-14.52;-2041.89;168.65;74.53;-61.84;28.27;-71.07;1
301.8;-0.15;4.01;103556.73;100742.67;-82.57;-54.67;-14.51;-2022.61;168.08;72.35;-121.37;60.64;-105.59;1
301.82;-0.15;5.99;103556.73;100742.07;-81.79;-53.28;-13.79;-2002.57;163.86;70.58;-171.32;83.79;-143.21;1
301.86;-0.16;7.99;103555.52;100742.07;-82.11;-53.94;-13.64;-1974.2;160.34;68.22;-219.26;105.8;-177.76;1
301.89;-0.16;10;103553.71;100740.88;-81.69;-54.03;-13.96;-1934.47;155.9;60.25;-268.2;130.13;-217.8;1
301.92;-0.17;12;103556.73;100742.67;-82.06;-54.48;-14.05;-1881.09;147.54;49.7;-337.87;162.08;-247.86;1
301.95;-0.19;13.99;103553.11;100742.07;-81.96;-54.38;-14.04;-1814.85;138.51;40.42;-398.97;183.21;-283.57;1
301.99;-0.2;16.01;103555.52;100741.47;-81.49;-54.37;-14.24;-1766.03;126.03;33.76;-459.07;189.35;-314.71;1
302.03;-0.21;18;103554.31;100743.88;-81.47;-54;-13.59;-1709.61;122.02;25.59;-532.27;200.85;-352.11;1
302.07;-0.22;20.01;103552.5;100745.67;-80.29;-53.92;-13.11;-1657.74;116.66;27.88;-599.94;212.76;-377.07;1
301.2;-0.2;-20.02;103639.15;100757.68;-84.06;-53.29;-14.51;-1702.68;97.99;20.39;609.2;-200.73;319.7;0
301.28;-0.19;-18;103664.12;100752.88;-82.84;-52.8;-14.05;-1748.52;104.24;24.79;537.59;-196.92;289.43;0
301.33;-0.18;-15.99;103612.36;100751.08;-83.28;-52.92;-13.55;-1802.68;117.12;30.16;458.44;-184.12;253.47;0
301.4;-0.17;-14.01;103597.77;100749.88;-83.05;-53.41;-13.98;-1849.27;131.62;36.56;381.81;-168.31;222.32;0
301.46;-0.16;-12;103605.23;100747.48;-83.45;-53.67;-14.23;-1903.44;142.46;49.04;313.25;-148.4;189.68;0
301.52;-0.15;-9.99;103648.61;100744.47;-82.51;-53.3;-13.85;-1957.63;150.78;60.66;249.73;-123.21;155.86;0
301.56;-0.15;-8.02;103614.61;100743.88;-83.5;-53.75;-14.19;-1993.63;156.37;64.09;194.28;-99.86;119.53;0
301.6;-0.15;-6;103579.63;100742.67;-82.69;-53.39;-13.97;-2016.01;161.75;72.12;139.33;-71.66;84.98;0
301.64;-0.14;-3.99;103581.66;100743.27;-82.51;-53.36;-13.75;-2027.78;164.38;74.73;88.41;-44.38;40.8;0
301.69;-0.14;-2.01;103636.35;100742.67;-82.49;-53.52;-14.21;-2040.31;167.71;73.33;34.46;-21.47;9.76;0
301.73;-0.14;0;103576.55;100743.27;-82.62;-54.13;-14.34;-2043.75;169.67;77.19;-13.43;3.28;-32.74;0
301.76;-0.14;2;103621.36;100743.27;-82.99;-54.13;-14.52;-2041.89;168.65;74.53;-61.84;28.27;-71.07;0
301.8;-0.15;4.01;103640.54;100742.67;-82.57;-54.67;-14.51;-2022.61;168.08;72.35;-121.37;60.64;-105.59;0
301.82;-0.15;5.99;103611.03;100742.07;-81.79;-53.28;-13.79;-2002.57;163.86;70.58;-171.32;83.79;-143.21;0
301.86;-0.16;7.99;103563.51;100742.07;-82.11;-53.94;-13.64;-1974.2;160.34;68.22;-219.26;105.8;-177.76;0
301.89;-0.16;10;103599.06;100740.88;-81.69;-54.03;-13.96;-1934.47;155.9;60.25;-268.2;130.13;-217.8;0
301.92;-0.17;12;103572.06;100742.67;-82.06;-54.48;-14.05;-1881.09;147.54;49.7;-337.87;162.08;-247.86;0
301.95;-0.19;13.99;103605.07;100742.07;-81.96;-54.38;-14.04;-1814.85;138.51;40.42;-398.97;183.21;-283.57;0
301.99;-0.2;16.01;103605.14;100741.47;-81.49;-54.37;-14.24;-1766.03;126.03;33.76;-459.07;189.35;-314.71;0
302.03;-0.21;18;103598.66;100743.88;-81.47;-54;-13.59;-1709.61;122.02;25.59;-532.27;200.85;-352.11;0
302.07;-0.22;20.01;103561.45;100745.67;-80.29;-53.92;-13.11;-1657.74;116.66;27.88;-599.94;212.76;-377.07;0
301.97;-10.17;0;103525.34;100726.46;-80.79;-52.62;-11.92;739.96;460.15;634.04;-22.72;6.03;-7.17;1
302;-9.18;0;103527.16;100721.66;-80.69;-52.45;-11.97;732.04;407.55;595.13;-22.79;9.79;-22.64;1
302.04;-8.17;0;103522.92;100717.45;-81.08;-52.64;-11.64;641.52;345.47;553.73;-20.33;7.68;-15.47;1
302.08;-7.08;0;103519.91;100712.66;-80.88;-52.97;-11.97;391.88;272.67;522.68;-20.86;9.98;-23.72;1
302.11;-6.01;0;103519.3;100705.45;-81.56;-52.9;-12.67;10.42;205.25;475.56;-20.25;14.02;-37.53;1
302.12;-4.91;0;103515.08;100701.84;-81.69;-53.33;-13.71;-370.97;164.5;418.61;-19.04;7.11;-30.15;1
302.14;-3.84;0;103513.88;100702.45;-82.48;-53.73;-13.8;-698.49;161;355.85;-19.21;6.37;-31.39;1
302.15;-2.76;0;103513.88;100701.25;-82.72;-54.21;-14.18;-1033.59;160.48;287.7;-17.33;6.33;-31.59;1
302.18;-1.67;0;103509.05;100700.65;-82.04;-53.32;-13.19;-1374.75;159.95;226.92;-17.98;4.89;-30.68;1
302.21;-0.6;0;103508.44;100700.05;-81.62;-52.69;-12.93;-1705.29;163.11;159;-13.56;5.78;-33.98;1
302.22;0.49;0;103509.65;100697.64;-82.33;-53.31;-13.59;-2047.95;169.02;93.62;-13.68;5.29;-33.37;1
302.25;1.57;0;103507.23;100698.25;-82.15;-54.25;-14.7;-2380.76;176.08;21.34;-12.26;5.51;-33.44;1
302.25;2.64;0;103512.06;100698.25;-82.57;-54.08;-14.65;-2705.98;185.67;-47.76;-11.87;4.12;-30.13;1
302.29;3.72;0;103507.84;100695.84;-82.2;-53.59;-14.6;-3028.18;196.19;-114.1;-9.95;5.05;-29.45;1
302.31;4.79;0;103506.62;100695.24;-83.25;-53.81;-15.02;-3350.36;209.01;-176.66;-8.54;4.59;-24.62;1
302.33;5.86;0;103504.81;100695.24;-82.94;-54.12;-14.86;-3661.18;224.37;-245.14;-7.12;3.93;-22.78;1
302.35;6.94;0;103505.42;100695.24;-83.44;-54.55;-15.52;-3970.49;240.86;-309.78;-7.21;5.35;-23.25;1
302.38;8.02;0;103506.02;100695.24;-83.68;-54.45;-15.96;-4282.81;260.58;-377.55;-5.77;4.47;-22.44;1
302.4;9.09;0;103505.42;100695.24;-83.36;-54.57;-15.82;-4585.29;281.45;-443.72;-4.33;4.3;-21.64;1
302.42;10.16;0;103507.23;100695.84;-84.33;-54.71;-16.1;-4880.19;302.79;-509.92;-2.89;5.05;-20.84;1
302.44;11.23;0;103509.65;100695.84;-83.52;-54.7;-16.06;-5156.89;325.3;-580.17;-2.97;4.68;-16.43;1
302.47;12.3;0;103507.84;100695.84;-84.13;-54.58;-16.46;-5400.26;349.9;-647.72;-2.05;4.58;-10.49;1
302.49;13.35;0;103509.65;100697.05;-83.58;-54.53;-16.36;-5605.75;380.05;-704.42;-1.65;4.98;-13.2;1
302.51;14.39;0;103509.05;100698.84;-83.58;-54.5;-16.31;-5768.8;410.69;-765.64;-3.29;5.44;-11.08;1
302.54;15.35;0;103515.68;100706.05;-83.22;-54.19;-15.51;-5729.38;541.13;-755.2;-39.59;10.53;-34.03;1
302.57;16.36;0;103516.29;100712.05;-83.17;-54.31;-16.31;-5756.01;598.76;-786.42;-51.35;10.95;-21.73;1
302.59;17.23;0;103515.08;100720.46;-83.59;-54.76;-16.38;-5198.46;685.28;-817.49;-22.41;0.71;-6.36;1
302.16;-10.16;0;103391.33;100598.59;-79.93;-52.26;-11.61;654.59;454.81;632.39;-23.16;5.73;18.4;1
302.22;-9.12;0;103393.14;100594.98;-80.98;-52.33;-12.22;576.45;401.22;598.15;-24.65;8.55;4.28;1
302.26;-8.08;0;103389.52;100587.19;-80.22;-51.63;-11.81;408.88;333.32;571.97;-25.15;9.38;-8.17;1
302.31;-6.97;0;103385.89;100582.38;-81.77;-53.41;-13.27;-126.18;250.56;545.32;-29.02;11.89;-60.59;1
302.33;-5.82;0;103381.06;100576.38;-81.69;-52.88;-12.86;-739.19;191.25;506;-23.7;7.92;-27.53;1
302.36;-4.74;0;103378.05;100573.38;-81.54;-53.33;-13;-1096.03;182.45;441.01;-21.28;5.57;-29.13;1
302.39;-3.65;0;103376.84;100571.58;-82.35;-53.19;-12.95;-1454.37;184.43;380.09;-21.35;6.25;-28.76;1
302.42;-2.58;0;103373.82;100570.38;-81.62;-53.11;-13.79;-1805.88;186.89;318.57;-19.4;5.55;-30.25;1
302.44;-1.48;0;103375.03;100570.38;-82.15;-53.54;-13.81;-2154.36;193.01;245.9;-17.92;5.8;-31.59;1
302.47;-0.41;0;103371.41;100569.17;-82.31;-53.66;-13.88;-2492.98;201.45;182.71;-18.48;5.59;-27.12;1
302.49;0.67;0;103372.61;100568.57;-82.29;-53.42;-14.34;-2831.6;208.52;119.67;-15.51;4.92;-21.2;1
302.51;1.75;0;103370.8;100567.97;-82.45;-53.94;-13.96;-3164.16;221.55;49.77;-13.51;5.67;-25.78;1
302.54;2.84;0;103370.2;100567.38;-81.67;-53.3;-14;-3495.95;236.88;-10.68;-14.05;5.49;-25.31;1
302.57;3.91;0;103372.61;100566.17;-82.69;-53.82;-14.56;-3820.92;252.69;-80.22;-11.55;4.41;-20.27;1
302.6;4.99;0;103371.41;100566.17;-83.11;-54.18;-14.84;-4140.58;268.72;-148.67;-10.06;4.94;-19.71;1
302.61;6.05;0;103372.01;100566.17;-83.51;-54.15;-15.42;-4443.58;286.84;-213.29;-9.59;5.73;-12.81;1
302.64;7.12;0;103372.61;100567.38;-83.35;-53.79;-15.7;-4745.81;307.71;-277.65;-8.09;5.14;-17.21;1
302.66;8.2;0;103373.22;100566.17;-83.38;-54.27;-15.18;-5057.13;328.81;-353.38;-6.57;4.33;-14.76;1
302.69;9.28;0;103374.42;100566.17;-83.51;-54.08;-16.07;-5351.77;353.36;-425.43;-6.06;6.07;-9.91;1
302.71;10.33;0;103373.22;100566.77;-83.47;-53.95;-16.18;-5617.63;377.26;-487.72;-4.58;6.22;-7.42;1
302.75;11.4;0;103375.03;100566.17;-83.83;-54.38;-15.94;-5869.09;402.32;-562.02;-2.07;5.71;-3.43;1
302.77;12.45;0;103375.03;100565.57;-83.68;-54.22;-16.29;-6090.25;429.47;-625.68;-1.11;4.99;0.26;1
302.79;13.49;0;103374.42;100566.77;-83.66;-55.36;-16.45;-6253.82;458.05;-685.47;-1.68;3.88;-3.25;1
302.81;14.52;0;103375.03;100569.17;-83.53;-54.26;-16.18;-6394.65;490.55;-752.95;-2.75;4.87;2.28;1
302.83;15.47;0;103378.05;100578.78;-83.92;-54.67;-17.19;-6306.5;624.7;-727.93;-41.04;12.36;-27.93;1
302.86;16.49;0;103379.25;100583.58;-82.36;-53.46;-15.7;-6294.93;717.04;-746.98;-56.68;13.21;-18.41;1
302.49;0.55;-20.02;103197.54;100401.07;-82.83;-52.77;-14.06;-2358.16;140.02;42.94;598.13;-201.84;278.58;1
302.6;0.57;-18;103195.73;100397.47;-83.13;-52.84;-14.27;-2426.94;148.06;52.76;527.06;-194.97;247.07;1
302.64;0.58;-16.01;103193.31;100395.67;-82.34;-52.38;-13.25;-2488.12;160;53.67;448.44;-180.93;223.69;1
302.68;0.59;-14.01;103193.92;100394.47;-82.85;-53.12;-14.02;-2551.59;171.93;59.7;373.34;-165.97;194.85;1
302.81;0.6;-12;103193.92;100395.67;-82.54;-53.34;-13.99;-2615.82;182.96;66.42;307.34;-147.82;161.09;1
302.86;0.61;-10.01;103191.5;100394.47;-83.3;-53.53;-14.95;-2682.33;191.72;83.13;249.4;-127.86;134.73;1
302.9;0.63;-8;103192.11;100395.06;-82.78;-53.53;-14.57;-2740.51;197.03;87.62;191.97;-102.59;98.27;1
302.91;0.63;-6;103193.92;100395.67;-81.87;-52.85;-13.55;-2785.06;202.58;96.13;135.53;-72.48;67.3;1
302.95;0.64;-3.99;103193.92;100395.67;-82.47;-53.16;-14.2;-2804.61;205.65;100.41;85.14;-45.35;36.7;1
302.96;0.64;-1.98;103194.52;100396.27;-82.34;-53.38;-14.26;-2818.1;208.02;99.02;30.2;-19.81;2.15;1
302.99;0.64;0;103193.92;100395.67;-82.71;-54;-13.95;-2817.97;209.74;101.25;-12.12;5.48;-27.98;1
303.01;0.64;1.99;103195.12;100396.27;-82.48;-53.31;-13.95;-2810.25;209.15;101.94;-62.54;30.79;-59.52;1
303.04;0.63;4;103195.12;100396.27;-82.46;-53.66;-14.55;-2791.92;209.72;97.97;-114.47;60.03;-90.43;1
303.07;0.62;6;103190.9;100397.47;-81.91;-53.47;-14.31;-2759.21;204.34;95.75;-165.42;86.05;-117.75;1
303.09;0.61;8.01;103192.11;100397.47;-81.92;-54.02;-13.9;-2712.11;201.27;87.65;-209.29;102.88;-158.01;1
303.1;0.6;9.99;103192.71;100398.07;-81.03;-53.45;-13.87;-2660.46;196.57;79.06;-269.83;137.91;-186.14;1
303.14;0.59;12.02;103191.5;100399.88;-81.27;-53.85;-13.84;-2584.57;188.23;71.49;-320.31;154.53;-217.57;1
303.15;0.58;14.02;103189.09;100400.47;-80.91;-53.9;-13.67;-2510.19;178.97;62.24;-378.37;169.77;-247.67;1
303.18;0.56;16.01;103190.3;100403.47;-80.91;-54.07;-14.02;-2438.08;170.82;59.07;-449.56;187.1;-272.08;1
303.21;0.55;18;103193.92;100404.67;-80.7;-53.82;-13.61;-2376.56;167.74;46.33;-512.13;192.93;-303.24;1
303.22;0.52;19.99;103190.9;100407.67;-81.02;-54.69;-14.05;-2251.37;174;49.17;-560.11;195.1;-266.78;1
302.92;0.71;-20;103181.24;100390.27;-82.68;-52.02;-14.19;-3074.8;235.55;75.64;586.91;-203.21;259.2;1
302.99;0.72;-18;103179.43;100390.27;-82.66;-52.21;-14.49;-3150.5;239.18;76.65;518.02;-191.32;231.14;1
303.05;0.73;-16.01;103182.45;100391.47;-83.08;-52.54;-14.12;-3216.33;251.78;84.17;440.06;-176.4;208.91;1
303.1;0.75;-13.99;103186.67;100393.27;-83.42;-53.07;-14.57;-3304.14;264.58;87.66;363.13;-158.97;186.22;1
303.15;0.77;-12;103186.07;100395.06;-82.82;-53.35;-14.85;-3371.5;275.81;101.07;297.27;-140.86;160.74;1
303.17;0.78;-10;103189.09;100394.47;-82.36;-52.84;-13.69;-3453.27;284.06;111.93;239;-120.25;127.06;1
303.21;0.79;-8;103190.9;100395.06;-83.17;-53.68;-15.79;-3519.13;291.19;125.27;183.23;-99.86;108.1;1
303.25;0.8;-6;103186.07;100394.47;-82.34;-52.5;-14.12;-3585.75;295.08;130.35;128.48;-67.97;77.83;1
303.28;0.81;-3.99;103187.28;100396.27;-82.94;-53.84;-15.15;-3619.8;299.28;138.4;86.84;-45.51;47.83;1
303.32;0.81;-2;103185.47;100393.87;-82.08;-53.02;-14.52;-3634.91;302.31;135.7;31.56;-18.16;22.74;1
303.34;0.81;0;103186.67;100395.67;-81.8;-53.57;-14.07;-3636.38;303.99;138.31;-17.17;7.34;-5.16;1
303.37;0.81;2.01;103187.28;100395.06;-82.46;-53.62;-14.64;-3625.74;303.63;140.06;-59.35;29.38;-29.95;1
303.42;0.8;4.01;103185.47;100394.47;-81.96;-53.11;-14.35;-3605.25;303.02;140.04;-111.64;56.74;-58.26;1
303.44;0.8;6;103185.47;100394.47;-82.67;-54.02;-14.94;-3567.33;298.76;132.48;-161.41;84.58;-82.71;1
303.45;0.78;8.01;103183.66;100394.47;-81.94;-53.85;-14.97;-3494.57;295.46;126.01;-207.66;106;-113.59;1
303.47;0.77;10.01;103183.05;100395.67;-81.55;-53.7;-14.64;-3417.26;290.54;119.11;-257.97;129.96;-142.71;1
303.49;0.75;12;103181.24;100395.06;-81.61;-53.22;-14.38;-3338.44;282.86;105.02;-312.82;151.63;-175.77;1
303.5;0.73;14.01;103180.64;100393.87;-81.53;-53.67;-14.73;-3254.32;272.87;91.14;-377.28;172.85;-199.71;1
303.54;0.71;16.02;103183.05;100396.27;-80.88;-53.42;-14.59;-3167.16;261.27;85.91;-446.31;189.23;-222.61;1
303.57;0.7;18;103180.03;100397.47;-80.94;-54.26;-14.61;-3101.2;259.31;77.5;-509.74;200.55;-245.07;1
303.59;0.67;20.01;103180.03;100401.07;-81.36;-53.85;-14.8;-2948.08;263.74;76.49;-548.99;191.88;-208.94;1
302.92;0.71;-20;103181.24;100453.25;-82.68;-52.02;-14.19;-3074.8;235.55;75.64;586.91;-203.21;259.2;0
302.99;0.72;-18;103179.43;100461.97;-82.66;-52.21;-14.49;-3150.5;239.18;76.65;518.02;-191.32;231.14;0
303.05;0.73;-16.01;103182.45;100462.93;-83.08;-52.54;-14.12;-3216.33;251.78;84.17;440.06;-176.4;208.91;0
303.1;0.75;-13.99;103186.67;100414.83;-83.42;-53.07;-14.57;-3304.14;264.58;87.66;363.13;-158.97;186.22;0
303.15;0.77;-12;103186.07;100433.47;-82.82;-53.35;-14.85;-3371.5;275.81;101.07;297.27;-140.86;160.74;0
303.17;0.78;-10;103189.09;100395.54;-82.36;-52.84;-13.69;-3453.27;284.06;111.93;239;-120.25;127.06;0
303.21;0.79;-8;103190.9;100480.08;-83.17;-53.68;-15.79;-3519.13;291.19;125.27;183.23;-99.86;108.1;0
303.25;0.8;-6;103186.07;100473.49;-82.34;-52.5;-14.12;-3585.75;295.08;130.35;128.48;-67.97;77.83;0
303.28;0.81;-3.99;103187.28;100397.63;-82.94;-53.84;-15.15;-3619.8;299.28;138.4;86.84;-45.51;47.83;0
303.32;0.81;-2;103185.47;100397.82;-82.08;-53.02;-14.52;-3634.91;302.31;135.7;31.56;-18.16;22.74;0
303.34;0.81;0;103186.67;100421.4;-81.8;-53.57;-14.07;-3636.38;303.99;138.31;-17.17;7.34;-5.16;0
303.37;0.81;2.01;103187.28;100463.47;-82.46;-53.62;-14.64;-3625.74;303.63;140.06;-59.35;29.38;-29.95;0
303.42;0.8;4.01;103185.47;100450.78;-81.96;-53.11;-14.35;-3605.25;303.02;140.04;-111.64;56.74;-58.26;0
303.44;0.8;6;103185.47;100401.54;-82.67;-54.02;-14.94;-3567.33;298.76;132.48;-161.41;84.58;-82.71;0
303.45;0.78;8.01;103183.66;100473.82;-81.94;-53.85;-14.97;-3494.57;295.46;126.01;-207.66;106;-113.59;0
303.47;0.77;10.01;103183.05;100447.19;-81.55;-53.7;-14.64;-3417.26;290.54;119.11;-257.97;129.96;-142.71;0
303.49;0.75;12;103181.24;100396.75;-81.61;-53.22;-14.38;-3338.44;282.86;105.02;-312.82;151.63;-175.77;0
303.5;0.73;14.01;103180.64;100480.49;-81.53;-53.67;-14.73;-3254.32;272.87;91.14;-377.28;172.85;-199.71;0
303.54;0.71;16.02;103183.05;100478.8;-80.88;-53.42;-14.59;-3167.16;261.27;85.91;-446.31;189.23;-222.61;0
303.57;0.7;18;103180.03;100461.95;-80.94;-54.26;-14.61;-3101.2;259.31;77.5;-509.74;200.55;-245.07;0
303.59;0.67;20.01;103180.03;100457.04;-81.36;-53.85;-14.8;-2948.08;263.74;76.49;-548.99;191.88;-208.94;0
303.37;-9.96;0;103233.16;100446.7;-80.53;-52.16;-12.58;-153.32;312.98;744.85;-28.05;-31.47;-74.66;1
303.39;-8.87;0;103232.55;100442.5;-81.15;-52.35;-12.58;-560.16;280.06;712.91;-21.82;-18.09;-43.05;1
303.42;-7.77;0;103231.34;100440.09;-80.08;-51.89;-12.36;-960.91;258.83;660.43;-15;-3.94;-33.55;1
303.43;-6.68;0;103233.16;100441.3;-81.07;-51.95;-13.16;-1319.2;252.11;602.61;-13.69;1.8;-22.75;1
